Gene stable ID,Chromosome/scaffold name,Gene name
ENSG00000254109,8,RBPMS-AS1
ENSG00000221217,X,AL359851.1
ENSG00000128271,22,ADORA2A
ENSG00000092445,15,TYRO3
ENSG00000164124,4,TMEM144
ENSG00000221317,X,AL513487.1
ENSG00000153132,4,CLGN
ENSG00000142149,21,HUNK
ENSG00000198026,20,ZNF335
ENSG00000181004,4,BBS12
ENSG00000256122,15,AC093334.1
ENSG00000205863,13,C1QTNF9B
ENSG00000170004,17,CHD3
ENSG00000198223,X,CSF2RA
ENSG00000004660,17,CAMKK1
ENSG00000157103,3,SLC6A1
ENSG00000120210,9,INSL6
ENSG00000180357,15,ZNF609
ENSG00000104691,8,UBXN8
ENSG00000159055,21,MIS18A
ENSG00000100024,22,UPB1
ENSG00000259673,15,IQCH-AS1
ENSG00000138685,4,FGF2
ENSG00000130706,20,ADRM1
ENSG00000136574,8,GATA4
ENSG00000196814,9,MVB12B
ENSG00000186417,15,GLDN
ENSG00000151552,4,QDPR
ENSG00000235703,X,LINC00894
ENSG00000228623,9,ZNF883
ENSG00000221764,4,AC107068.1
ENSG00000248256,4,OCIAD1-AS1
ENSG00000170262,21,MRAP
ENSG00000107018,9,RLN1
ENSG00000225684,9,FAM225B
ENSG00000134490,18,TMEM241
ENSG00000236256,X,DIAPH2-AS1
ENSG00000262858,HG747_PATCH,BPTF
ENSG00000205693,12,MANSC4
ENSG00000107020,9,PLGRKT
ENSG00000167701,8,GPT
ENSG00000253230,8,LINC00599
ENSG00000265594,HG1308_PATCH,CEP41
ENSG00000258647,15,LINC00930
ENSG00000230513,22,THAP7-AS1
ENSG00000138867,22,GUCD1
ENSG00000197037,7,ZSCAN25
ENSG00000164168,4,TMEM184C
ENSG00000215641,HSCHR6_MHC_QBL,TRIM27
ENSG00000215440,20,NPEPL1
ENSG00000142207,21,URB1
ENSG00000182957,13,SPATA13
ENSG00000263138,HSCHR15_1_CTG8,MEGF11
ENSG00000108700,17,CCL8
ENSG00000120217,9,CD274
ENSG00000206283,HSCHR6_MHC_QBL,PFDN6
ENSG00000088812,20,ATRN
ENSG00000232021,4,LEF1-AS1
ENSG00000164877,7,MICALL2
ENSG00000136944,9,LMX1B
ENSG00000258867,14,LINC01146
ENSG00000255394,8,C8orf49
ENSG00000206314,HSCHR6_MHC_QBL,GPSM3
ENSG00000163793,2,DNAJC5G
ENSG00000248866,4,USP46-AS1
ENSG00000163655,3,GMPS
ENSG00000170917,4,NUDT6
ENSG00000264872,HG1308_PATCH,MEST
ENSG00000110958,12,PTGES3
ENSG00000221320,8,AC023385.1
ENSG00000246430,8,LINC00968
ENSG00000215498,22,FAM230B
ENSG00000226950,4,DANCR
ENSG00000165046,8,LETM2
ENSG00000006459,7,KDM7A
ENSG00000100028,22,SNRPD3
ENSG00000197646,9,PDCD1LG2
ENSG00000129055,3,ANAPC13
ENSG00000185291,X,IL3RA
ENSG00000154328,8,NEIL2
ENSG00000169260,HSCHR6_MHC_QBL,ZNF311
ENSG00000185518,15,SV2B
ENSG00000119715,14,ESRRB
ENSG00000234492,4,RPL34-AS1
ENSG00000166225,12,FRS2
ENSG00000262564,HG311_PATCH,C10orf82
ENSG00000169155,9,ZBTB43
ENSG00000240654,13,C1QTNF9
ENSG00000165959,14,CLMN
ENSG00000250930,4,LNX1-AS1
ENSG00000173401,12,GLIPR1L1
ENSG00000056291,4,NPFFR2
ENSG00000215568,22,GAB4
ENSG00000253649,8,PRSS51
ENSG00000092108,14,SCFD1
ENSG00000263052,HG311_PATCH,HSPA12A
ENSG00000163728,3,TTC14
ENSG00000206142,22,FAM230C
ENSG00000241472,3,PTPRG-AS1
ENSG00000087448,12,KLHL42
ENSG00000159763,7,PIP
ENSG00000265047,15,AC026992.1
ENSG00000179387,4,ELMOD2
ENSG00000184361,17,SPATA32
ENSG00000263085,HG747_PATCH,C17orf58
ENSG00000177125,9,ZBTB34
ENSG00000181374,17,CCL13
ENSG00000166979,21,EVA1C
ENSG00000244286,3,ITGB5-AS1
ENSG00000206312,HSCHR6_MHC_QBL,NOTCH4
ENSG00000169100,X,SLC25A6
ENSG00000034533,3,ASTE1
ENSG00000206366,HSCHR6_MHC_QBL,ZBTB12
ENSG00000186297,15,GABRA5
ENSG00000102699,13,PARP4
ENSG00000164879,8,CA3
ENSG00000223838,7,AC007091.1
ENSG00000196639,3,HRH1
ENSG00000176463,15,SLCO3A1
ENSG00000114405,3,C3orf14
ENSG00000145375,4,SPATA5
ENSG00000262472,HG747_PATCH,KPNA2
ENSG00000068323,X,TFE3
ENSG00000130702,20,LAMA5
ENSG00000216182,9,AL137024.1
ENSG00000255660,12,RERG-AS1
ENSG00000127399,7,LRRC61
ENSG00000225733,3,FGD5-AS1
ENSG00000237125,4,HAND2-AS1
ENSG00000112304,6,ACOT13
ENSG00000104093,15,DMXL2
ENSG00000172421,17,EFCAB3
ENSG00000135519,12,KCNH3
ENSG00000180304,15,OAZ2
ENSG00000104267,8,CA2
ENSG00000107623,10,GDF10
ENSG00000235712,HSCHR6_MHC_MCF,RXRB
ENSG00000165097,6,KDM1B
ENSG00000224379,HSCHR6_MHC_COX,TCF19
ENSG00000211978,14,IGHV5-78
ENSG00000099246,10,RAB18
ENSG00000174099,12,MSRB3
ENSG00000163590,3,PPM1L
ENSG00000095564,10,BTAF1
ENSG00000087494,12,PTHLH
ENSG00000262747,HG747_PATCH,AMZ2
ENSG00000188707,7,ZBED6CL
ENSG00000254839,8,AF131215.6
ENSG00000224103,HSCHR6_MHC_COX,HLA-DPA1
ENSG00000198879,10,SFMBT2
ENSG00000002549,4,LAP3
ENSG00000241253,HSCHR6_MHC_QBL,CFB
ENSG00000184992,12,BRI3BP
ENSG00000236756,10,DNAJC9-AS1
ENSG00000230876,2,LINC00486
ENSG00000255310,8,AF131215.2
ENSG00000106538,7,RARRES2
ENSG00000169093,X,ASMTL
ENSG00000177663,22,IL17RA
ENSG00000242220,21,TCP10L
ENSG00000229847,10,EMX2OS
ENSG00000228775,7,WEE2-AS1
ENSG00000167100,17,SAMD14
ENSG00000254936,8,AF131215.3
ENSG00000263578,10,AL359546.1
ENSG00000240764,5,PCDHGC5
ENSG00000254556,8,AF131215.4
ENSG00000232124,21,AP001057.1
ENSG00000135919,2,SERPINE2
ENSG00000237036,10,ZEB1-AS1
ENSG00000182923,3,CEP63
ENSG00000144026,2,ZNF514
ENSG00000266768,2,AC016727.1
ENSG00000156140,4,ADAMTS3
ENSG00000171509,4,RXFP1
ENSG00000166831,15,RBPMS2
ENSG00000107816,10,LZTS2
ENSG00000164209,5,SLC25A46
ENSG00000136828,9,RALGPS1
ENSG00000100985,20,MMP9
ENSG00000227231,HSCHR6_MHC_DBB,IER3
ENSG00000236827,8,LINC00529
ENSG00000234390,X,USP27X-AS1
ENSG00000180638,17,SLC47A2
ENSG00000204335,2,SP5
ENSG00000226884,2,AC016727.3
ENSG00000255902,21,AP001062.1
ENSG00000247950,4,SEC24B-AS1
ENSG00000108819,17,PPP1R9B
ENSG00000213639,2,PPP1CB
ENSG00000204334,2,ERICH2
ENSG00000167700,8,MFSD3
ENSG00000124562,6,SNRPC
ENSG00000100031,22,GGT1
ENSG00000230569,2,AC114763.1
ENSG00000089127,12,OAS1
ENSG00000241772,2,AC092620.2
ENSG00000235925,HSCHR6_MHC_SSTO,LY6G6C
ENSG00000079459,8,FDFT1
ENSG00000237331,X,XIAP-AS1
ENSG00000197548,3,ATG7
ENSG00000118514,6,ALDH8A1
ENSG00000174083,17,PIK3R6
ENSG00000154265,17,ABCA5
ENSG00000112667,6,DNPH1
ENSG00000165309,10,ARMC3
ENSG00000222086,5,AC010609.1
ENSG00000082153,2,BZW1
ENSG00000186074,17,CD300LF
ENSG00000236472,17,AC002401.1
ENSG00000182256,15,GABRG3
ENSG00000249057,5,MAST4-IT1
ENSG00000229666,5,MAST4-AS1
ENSG00000138134,10,STAMBPL1
ENSG00000240053,6,LY6G5B
ENSG00000169398,8,PTK2
ENSG00000140451,15,PIF1
ENSG00000137462,4,TLR2
ENSG00000169255,3,B3GALNT1
ENSG00000206282,HSCHR6_MHC_QBL,RGL2
ENSG00000180316,6,PNPLA1
ENSG00000091128,7,LAMB4
ENSG00000238184,11,CD81-AS1
ENSG00000175110,3,MRPS22
ENSG00000152822,6,GRM1
ENSG00000006837,5,CDKL3
ENSG00000206140,22,TMEM191C
ENSG00000106258,7,CYP3A5
ENSG00000071205,4,ARHGAP10
ENSG00000196954,11,CASP4
ENSG00000175348,11,TMEM9B
ENSG00000130522,19,JUND
ENSG00000108298,17,RPL19
ENSG00000173338,11,KCNK7
ENSG00000181291,17,TMEM132E
ENSG00000222492,19,AC092069.1
ENSG00000135486,12,HNRNPA1
ENSG00000182162,X,P2RY8
ENSG00000145428,4,RNF175
ENSG00000075673,13,ATP12A
ENSG00000075651,3,PLD1
ENSG00000144306,2,SCRN3
ENSG00000228128,HSCHR6_MHC_SSTO,DDAH2
ENSG00000204466,X,DGKK
ENSG00000229276,6,REV3L-IT1
ENSG00000130520,19,LSM4
ENSG00000225839,X,TRMT2B-AS1
ENSG00000226994,2,AC012593.1
ENSG00000235890,21,TSPEAR-AS1
ENSG00000266779,HG1308_PATCH,COPG2
ENSG00000181409,17,AATK
ENSG00000105202,19,FBL
ENSG00000212030,11,AP002498.1
ENSG00000181649,11,PHLDA2
ENSG00000231889,6,TRAF3IP2-AS1
ENSG00000196600,11,SLC22A25
ENSG00000178188,16,SH2B1
ENSG00000081760,12,AACS
ENSG00000120265,6,PCMT1
ENSG00000254985,11,RSF1-IT2
ENSG00000132424,6,PNISR
ENSG00000089250,12,NOS1
ENSG00000109436,4,TBC1D9
ENSG00000197976,X,AKAP17A
ENSG00000161980,16,POLR3K
ENSG00000240403,19,KIR3DL2
ENSG00000140557,15,ST8SIA2
ENSG00000221051,19,AC118344.1
ENSG00000239101,1,AL162430.2
ENSG00000212063,15,AC112693.1
ENSG00000227039,21,ITGB2-AS1
ENSG00000159214,1,CCDC24
ENSG00000124508,6,BTN2A2
ENSG00000099219,9,ERMP1
ENSG00000243452,1,NBPF15
ENSG00000161981,16,SNRNP25
ENSG00000108424,17,KPNB1
ENSG00000164008,1,C1orf50
ENSG00000104983,19,CCDC61
ENSG00000112308,6,C6orf62
ENSG00000173327,11,MAP3K11
ENSG00000268170,7,AC073342.1
ENSG00000213185,10,FAM24B
ENSG00000258920,14,FOXN3-AS1
ENSG00000265960,1,AL365181.1
ENSG00000231758,2,AC092652.1
ENSG00000130517,19,PGPEP1
ENSG00000216863,6,LY86-AS1
ENSG00000138032,2,PPM1B
ENSG00000236356,2,AC079584.2
ENSG00000143847,1,PPFIA4
ENSG00000035141,2,FAM136A
ENSG00000131236,1,CAP1
ENSG00000232377,2,AC016910.1
ENSG00000235865,9,GSN-AS1
ENSG00000104044,15,OCA2
ENSG00000169282,3,KCNAB1
ENSG00000128683,2,GAD1
ENSG00000238057,2,ZEB2-AS1
ENSG00000137757,11,CASP5
ENSG00000197448,7,GSTK1
ENSG00000147614,8,ATP6V0D2
ENSG00000196433,X,ASMT
ENSG00000252453,2,AC015971.1
ENSG00000229503,2,AC092155.1
ENSG00000257271,11,KIRREL3-AS1
ENSG00000164627,6,KIF6
ENSG00000222677,6,AL513123.1
ENSG00000265898,8,AP003354.1
ENSG00000182771,10,GRID1
ENSG00000249700,4,SRD5A3-AS1
ENSG00000130513,19,GDF15
ENSG00000236213,2,AC006369.2
ENSG00000214022,7,REPIN1
ENSG00000226674,2,TEX41
ENSG00000255409,11,RSF1-IT1
ENSG00000175352,11,NRIP3
ENSG00000132763,1,MMACHC
ENSG00000141644,18,MBD1
ENSG00000124140,20,SLC12A5
ENSG00000211554,1,AC096645.1
ENSG00000198918,X,RPL39
ENSG00000151923,10,TIAL1
ENSG00000226605,2,AC007098.1
ENSG00000145423,4,SFRP2
ENSG00000146426,6,TIAM2
ENSG00000104112,15,SCG3
ENSG00000164161,4,HHIP
ENSG00000163806,2,SPDYA
ENSG00000237803,2,LINC00211
ENSG00000175147,1,TMEM51-AS1
ENSG00000222954,4,AC110611.1
ENSG00000007384,16,RHBDF1
ENSG00000136859,9,ANGPTL2
ENSG00000246174,11,KCTD21-AS1
ENSG00000131504,5,DIAPH1
ENSG00000175489,19,LRRC25
ENSG00000256527,11,AP002833.1
ENSG00000230489,1,VAV3-AS1
ENSG00000235848,2,RMDN2-AS1
ENSG00000251164,6,HULC
ENSG00000228275,X,ARMCX3-AS1
ENSG00000168314,3,MOBP
ENSG00000147613,8,PSKH2
ENSG00000149742,11,SLC22A9
ENSG00000071054,2,MAP4K4
ENSG00000232973,2,CYP1B1-AS1
ENSG00000159202,17,UBE2Z
ENSG00000117450,1,PRDX1
ENSG00000157800,7,SLC37A3
ENSG00000160957,8,RECQL4
ENSG00000174775,11,HRAS
ENSG00000145740,5,SLC30A5
ENSG00000259134,15,LINC00924
ENSG00000245067,4,IGFBP7-AS1
ENSG00000027697,6,IFNGR1
ENSG00000205531,11,NAP1L4
ENSG00000266159,HG1308_PATCH,TSGA13
ENSG00000224399,HSCHR6_MHC_MCF,SLC39A7
ENSG00000206308,HSCHR6_MHC_QBL,HLA-DRA
ENSG00000124019,2,FAM124B
ENSG00000264048,1,AL121992.1
ENSG00000147144,X,CCDC120
ENSG00000008197,6,TFAP2D
ENSG00000204869,19,IGFL4
ENSG00000166226,12,CCT2
ENSG00000229950,6,TFAP2A-AS1
ENSG00000205837,2,LINC00487
ENSG00000169084,X,DHRSX
ENSG00000174788,19,PCP2
ENSG00000136689,2,IL1RN
ENSG00000102977,16,ACD
ENSG00000247809,15,NR2F2-AS1
ENSG00000198888,MT,MT-ND1
ENSG00000143971,2,ETAA1
ENSG00000198763,MT,MT-ND2
ENSG00000159314,17,ARHGAP27
ENSG00000266330,6,AL355353.1
ENSG00000149451,20,ADAM33
ENSG00000198804,MT,MT-CO1
ENSG00000197410,4,DCHS2
ENSG00000198712,MT,MT-CO2
ENSG00000226235,1,LEMD1-AS1
ENSG00000228253,MT,MT-ATP8
ENSG00000054654,14,SYNE2
ENSG00000198899,MT,MT-ATP6
ENSG00000071246,14,VASH1
ENSG00000019169,2,MARCO
ENSG00000198938,MT,MT-CO3
ENSG00000233479,2,AC017074.1
ENSG00000159082,21,SYNJ1
ENSG00000198840,MT,MT-ND3
ENSG00000233436,11,BTBD18
ENSG00000164308,5,ERAP2
ENSG00000212907,MT,MT-ND4L
ENSG00000198886,MT,MT-ND4
ENSG00000256393,12,AC138123.2
ENSG00000198786,MT,MT-ND5
ENSG00000118508,6,RAB32
ENSG00000214717,X,ZBED1
ENSG00000265049,2,AC009480.1
ENSG00000198695,MT,MT-ND6
ENSG00000163626,4,COX18
ENSG00000221617,12,AC138123.1
ENSG00000198727,MT,MT-CYB
ENSG00000177640,10,CASC2
ENSG00000170153,4,RNF150
ENSG00000184571,22,PIWIL3
ENSG00000247828,5,TMEM161B-AS1
ENSG00000272781,14,MDGA2
ENSG00000228857,2,AC104653.1
ENSG00000196531,12,NACA
ENSG00000068831,11,RASGRP2
ENSG00000206357,HSCHR6_MHC_QBL,NELFE
ENSG00000196517,1,SLC6A9
ENSG00000206515,HSCHR6_MHC_QBL,MAS1L
ENSG00000273452,17,AC005358.1
ENSG00000182586,21,LINC00334
ENSG00000164010,1,ERMAP
ENSG00000262728,15,AC123768.4
ENSG00000222036,14,POTEG
ENSG00000230314,6,ELOVL2-AS1
ENSG00000222274,2,AC018690.1
ENSG00000226340,2,AC105402.3
ENSG00000171858,20,RPS21
ENSG00000076944,19,STXBP2
ENSG00000175356,11,SCUBE2
ENSG00000223639,HSCHR6_MHC_SSTO,CLIC1
ENSG00000221175,6,AL391538.1
ENSG00000228203,2,RNF144A-AS1
ENSG00000140280,15,LYSMD2
ENSG00000108823,17,SGCA
ENSG00000233501,1,SRGAP2-AS1
ENSG00000197223,2,C1D
ENSG00000141750,17,STAC2
ENSG00000255198,16,SNHG9
ENSG00000164542,7,KIAA0895
ENSG00000232357,HSCHR6_MHC_MCF,HSD17B8
ENSG00000162947,2,AC007364.1
ENSG00000101782,18,RIOK3
ENSG00000155508,5,CNOT8
ENSG00000002586,X,CD99
ENSG00000124795,6,DEK
ENSG00000187778,12,MCRS1
ENSG00000243279,X,PRAF2
ENSG00000188612,17,SUMO2
ENSG00000096384,6,HSP90AB1
ENSG00000248587,5,GDNF-AS1
ENSG00000132972,13,RNF17
ENSG00000231538,2,DPP10-AS3
ENSG00000117448,1,AKR1A1
ENSG00000233208,14,LINC00642
ENSG00000138100,2,TRIM54
ENSG00000163235,2,TGFA
ENSG00000235026,2,DPP10-AS1
ENSG00000269821,11,KCNQ1OT1
ENSG00000136895,9,GARNL3
ENSG00000221136,4,AC131094.1
ENSG00000183354,9,KIAA2026
ENSG00000204228,6,HSD17B8
ENSG00000103152,16,MPG
ENSG00000146216,6,TTBK1
ENSG00000225214,2,AC079790.2
ENSG00000161328,11,LRRC56
ENSG00000186766,10,FOXI2
ENSG00000164893,8,SLC7A13
ENSG00000163485,1,ADORA1
ENSG00000118492,6,ADGB
ENSG00000244342,3,LINC00698
ENSG00000237786,6,GFOD1-AS1
ENSG00000251578,7,TRBV21-1
ENSG00000181852,12,RNF41
ENSG00000248730,5,EGFLAM-AS4
ENSG00000180745,10,CLRN3
ENSG00000234791,11,AC108448.3
ENSG00000128872,15,TMOD2
ENSG00000213445,11,SIPA1
ENSG00000137752,11,CASP1
ENSG00000132141,17,CCT6B
ENSG00000206306,HSCHR6_MHC_QBL,HLA-DRB1
ENSG00000164880,7,INTS1
ENSG00000224699,1,LAMTOR5-AS1
ENSG00000265289,17,AC104984.4
ENSG00000206281,HSCHR6_MHC_QBL,TAPBP
ENSG00000163618,3,CADPS
ENSG00000197408,19,CYP2B6
ENSG00000203818,1,HIST2H3PS2
ENSG00000236901,9,MIR600HG
ENSG00000248572,5,EGFLAM-AS2
ENSG00000226673,6,LINC01108
ENSG00000089234,12,BRAP
ENSG00000224259,1,LINC01133
ENSG00000266077,17,AC139149.1
ENSG00000164011,1,ZNF691
ENSG00000167037,22,SGSM1
ENSG00000087995,17,METTL2A
ENSG00000249491,5,EGFLAM-AS1
ENSG00000203817,1,FAM72C
ENSG00000263853,17,AC139530.1
ENSG00000268564,19,AC003956.1
ENSG00000145075,3,CCDC39
ENSG00000229692,2,SOS1-IT1
ENSG00000222647,12,AC002070.1
ENSG00000125351,X,UPF3B
ENSG00000227400,2,AC012501.2
ENSG00000198924,10,DCLRE1A
ENSG00000130511,19,SSBP4
ENSG00000255052,8,FAM66D
ENSG00000231115,HSCHR6_MHC_MCF,RING1
ENSG00000206305,HSCHR6_MHC_QBL,HLA-DQA1
ENSG00000269635,19,AC004257.1
ENSG00000222309,10,AL391839.1
ENSG00000183643,15,C15orf32
ENSG00000204428,6,LY6G5C
ENSG00000079462,19,PAFAH1B3
ENSG00000164056,4,SPRY1
ENSG00000235488,6,JARID2-AS1
ENSG00000265381,1,AL121987.1
ENSG00000120215,9,MLANA
ENSG00000228079,2,AC012368.1
ENSG00000244968,5,LIFR-AS1
ENSG00000238207,2,AC009312.1
ENSG00000254199,5,AC008691.1
ENSG00000223307,1,AC119674.1
ENSG00000113569,5,NUP155
ENSG00000180481,12,GLIPR1L2
ENSG00000090920,19,FCGBP
ENSG00000270141,3,TERC
ENSG00000225791,6,TRAM2-AS1
ENSG00000185442,15,FAM174B
ENSG00000221538,1,AL365361.1
ENSG00000133317,11,LGALS12
ENSG00000150337,1,FCGR1A
ENSG00000170011,3,MYRIP
ENSG00000077782,8,FGFR1
ENSG00000149679,20,CABLES2
ENSG00000119965,10,C10orf88
ENSG00000171566,4,PLRG1
ENSG00000103148,16,NPRL3
ENSG00000227239,1,AL121985.1
ENSG00000151458,4,ANKRD50
ENSG00000221019,11,AC127526.1
ENSG00000065060,6,UHRF1BP1
ENSG00000223768,21,LINC00205
ENSG00000241839,15,PLEKHO2
ENSG00000230923,2,LINC00309
ENSG00000184274,21,LINC00315
ENSG00000133048,1,CHI3L1
ENSG00000196998,X,WDR45
ENSG00000230456,HSCHR6_MHC_DBB,DDR1
ENSG00000232131,6,NCOA7-AS1
ENSG00000206511,HSCHR6_MHC_QBL,GABBR1
ENSG00000073792,3,IGF2BP2
ENSG00000186862,10,PDZD7
ENSG00000204227,6,RING1
ENSG00000196456,7,ZNF775
ENSG00000117394,1,SLC2A1
ENSG00000163067,2,ZNF2
ENSG00000236826,HSCHR6_MHC_COX,LSM2
ENSG00000164162,4,ANAPC10
ENSG00000132334,10,PTPRE
ENSG00000263848,2,AC108057.1
ENSG00000232859,17,LYRM9
ENSG00000254703,11,SENCR
ENSG00000183535,21,COL18A1-AS1
ENSG00000224020,9,MIR181A2HG
ENSG00000125450,17,NUP85
ENSG00000138594,15,TMOD3
ENSG00000226759,1,DAB1-AS1
ENSG00000144395,2,CCDC150
ENSG00000188368,19,PRR19
ENSG00000120256,6,LRP11
ENSG00000234584,2,AC019186.1
ENSG00000224455,HSCHR6_MHC_MCF,VPS52
ENSG00000137040,9,RANBP6
ENSG00000215934,2,AC013731.1
ENSG00000233220,11,LINC00167
ENSG00000241359,3,SYNPR-AS1
ENSG00000151623,4,NR3C2
ENSG00000163794,2,UCN
ENSG00000206302,HSCHR6_MHC_QBL,HLA-DQB1
ENSG00000124343,X,XG
ENSG00000234717,3,TMEM212-AS1
ENSG00000196159,4,FAT4
ENSG00000227480,2,CCDC148-AS1
ENSG00000109445,4,ZNF330
ENSG00000167619,19,TMEM145
ENSG00000207715,16,AC009065.2
ENSG00000171408,6,PDE7B
ENSG00000145979,6,TBC1D7
ENSG00000227331,2,AC005042.2
ENSG00000250404,11,AC090587.2
ENSG00000161326,17,DUSP14
ENSG00000137033,9,IL33
ENSG00000171103,2,TRMT61B
ENSG00000118503,6,TNFAIP3
ENSG00000233911,HSCHR6_MHC_COX,POU5F1
ENSG00000128731,15,HERC2
ENSG00000264081,1,AL136985.1
ENSG00000269353,19,AC092071.1
ENSG00000234807,1,LINC01135
ENSG00000173575,15,CHD2
ENSG00000166839,15,ANKDD1A
ENSG00000211934,14,IGHV1-2
ENSG00000143970,2,ASXL2
ENSG00000203814,1,HIST2H2BF
ENSG00000087095,17,NLK
ENSG00000108100,10,CCNY
ENSG00000243667,2,WDR92
ENSG00000226261,2,AC064836.3
ENSG00000010030,6,ETV7
ENSG00000225751,17,AC087501.1
ENSG00000246022,3,ALDH1L1-AS2
ENSG00000143878,2,RHOB
ENSG00000173039,11,RELA
ENSG00000184432,3,COPB2
ENSG00000165732,10,DDX21
ENSG00000221173,9,AL161908.1
ENSG00000036257,2,CUL3
ENSG00000223642,2,AC008277.1
ENSG00000203706,1,SERTAD4-AS1
ENSG00000183598,1,HIST2H3D
ENSG00000236922,4,AC092661.1
ENSG00000224707,6,E2F3-IT1
ENSG00000102981,16,PARD6A
ENSG00000102030,X,NAA10
ENSG00000131238,1,PPT1
ENSG00000183941,1,HIST2H4A
ENSG00000224152,2,AC009506.1
ENSG00000236129,11,AP002856.4
ENSG00000118960,2,HS1BP3
ENSG00000123124,8,WWP1
ENSG00000087460,20,GNAS
ENSG00000166477,15,LEO1
ENSG00000196865,10,NHLRC2
ENSG00000269893,4,SNHG8
ENSG00000196296,16,ATP2A1
ENSG00000221499,4,AC078881.1
ENSG00000111331,12,OAS3
ENSG00000272168,6,CASC15
ENSG00000251504,4,LINC01099
ENSG00000224467,2,AC009313.1
ENSG00000159086,21,PAXBP1
ENSG00000229867,2,STEAP3-AS1
ENSG00000183624,3,HMCES
ENSG00000115204,2,MPV17
ENSG00000226060,HSCHR6_MHC_DBB,TRIM26
ENSG00000225103,HSCHR6_MHC_QBL,HLA-DQA2
ENSG00000206069,22,TMEM211
ENSG00000264771,15,AC022819.1
ENSG00000232034,2,AC092168.2
ENSG00000249421,5,ADAMTS19-AS1
ENSG00000245526,5,LINC00461
ENSG00000233209,HSCHR6_MHC_DBB,HLA-DQB1
ENSG00000227403,2,AC009299.3
ENSG00000153363,1,LINC00467
ENSG00000124440,19,HIF3A
ENSG00000130700,20,GATA5
ENSG00000133063,1,CHIT1
ENSG00000265553,2,AC013275.1
ENSG00000248197,4,LINC00290
ENSG00000266637,8,AC145124.1
ENSG00000231346,1,LINC01160
ENSG00000174197,15,MGA
ENSG00000186526,19,CYP4F8
ENSG00000237333,HSCHR6_MHC_SSTO,MSH5
ENSG00000163328,2,GPR155
ENSG00000114670,3,NEK11
ENSG00000204427,6,ABHD16A
ENSG00000183558,1,HIST2H2AA3
ENSG00000197077,22,KIAA1671
ENSG00000232790,7,LINC01162
ENSG00000206353,HSCHR6_MHC_QBL,SKIV2L
ENSG00000147854,9,UHRF2
ENSG00000105429,19,MEGF8
ENSG00000232558,1,KCND3-IT1
ENSG00000187537,14,POTEM
ENSG00000090686,1,USP48
ENSG00000056998,X,GYG2
ENSG00000254777,8,AC022182.1
ENSG00000108306,17,FBXL20
ENSG00000105655,19,ISYNA1
ENSG00000203812,1,HIST2H2AA4
ENSG00000186973,1,FAM183A
ENSG00000227028,2,SLC8A1-AS1
ENSG00000233694,2,AC007365.1
ENSG00000130656,16,HBZ
ENSG00000239653,3,PSMD6-AS2
ENSG00000154217,17,PITPNC1
ENSG00000013275,19,PSMC4
ENSG00000178826,7,TMEM139
ENSG00000011426,7,ANLN
ENSG00000164520,6,RAET1E
ENSG00000149948,12,HMGA2
ENSG00000069956,15,MAPK6
ENSG00000255397,8,AC022182.2
ENSG00000189196,3,LINC00994
ENSG00000160959,8,LRRC14
ENSG00000171872,1,KLF17
ENSG00000227888,8,FAM66A
ENSG00000206280,HSCHR6_MHC_QBL,ZBTB22
ENSG00000256049,1,PADI6
ENSG00000136856,9,SLC2A8
ENSG00000108821,17,COL1A1
ENSG00000196610,HSCHR6_MHC_QBL,HLA-DQB2
ENSG00000206177,16,HBM
ENSG00000151849,13,CENPJ
ENSG00000226017,3,PRICKLE2-AS3
ENSG00000153208,2,MERTK
ENSG00000229980,17,TOB1-AS1
ENSG00000250048,5,LINC00603
ENSG00000182217,1,HIST2H4B
ENSG00000224209,1,LINC00466
ENSG00000100053,22,CRYBB3
ENSG00000144119,2,C1QL2
ENSG00000236525,2,AC007278.2
ENSG00000159210,17,SNF8
ENSG00000230663,Y,FAM224B
ENSG00000265615,5,AC108105.1
ENSG00000237843,2,AC016903.2
ENSG00000164163,4,ABCE1
ENSG00000171115,7,GIMAP8
ENSG00000255857,12,PXN-AS1
ENSG00000179988,10,PSTK
ENSG00000197838,19,CYP2A13
ENSG00000180672,2,AC007362.1
ENSG00000244752,22,CRYBB2
ENSG00000265122,19,AC010247.1
ENSG00000226419,1,SLC16A1-AS1
ENSG00000213739,2,AC007679.1
ENSG00000229209,2,AC073987.1
ENSG00000117395,1,EBNA1BP2
ENSG00000235192,2,AC009495.2
ENSG00000206299,HSCHR6_MHC_QBL,TAP2
ENSG00000213904,19,LIPE-AS1
ENSG00000184678,1,HIST2H2BE
ENSG00000233128,2,AC007317.1
ENSG00000221234,2,AC009495.1
ENSG00000188536,16,HBA2
ENSG00000232411,2,AC009495.3
ENSG00000227616,5,AC063976.1
ENSG00000176294,14,OR4N2
ENSG00000248668,5,OXCT1-AS1
ENSG00000146856,7,AGBL3
ENSG00000255276,11,RRM1-AS1
ENSG00000184731,2,FAM110C
ENSG00000260533,HG104_HG975_PATCH,NRBP2
ENSG00000154928,3,EPHB1
ENSG00000224490,2,TTC21B-AS1
ENSG00000112339,6,HBS1L
ENSG00000088827,20,SIGLEC1
ENSG00000115107,2,STEAP3
ENSG00000223546,X,LINC00630
ENSG00000131435,5,PDLIM4
ENSG00000221297,9,AL590708.1
ENSG00000227946,2,AC007383.3
ENSG00000148606,10,POLR3A
ENSG00000159388,1,BTG2
